NR;SYMBOL;ISIN;Company Common Name; Company Market Capitalization ;TRBC Economic Sector Name;TRBC Economic Sector Code;Country ISO Code of Headquarters;Ccy
1216;5831.T;JP3351500008;Shizuoka Financial Group Inc; 4’803’429’425.08 ;Financials;55;JP;JPY
1217;4307.T;JP3762800005;Nomura Research Institute Ltd; 9’286’082’678.36 ;Technology;57;JP;JPY
1218;JMT.LS;PTJMT0AE0001;Jeronimo Martins SGPS SA; 7’462’716’642.35 ;Consumer Non-Cyclicals;54;PT;EUR
1219;SGXL.SI;SG1J26887955;Singapore Exchange Ltd; 5’622’839’333.68 ;Financials;55;SG;SGD
1220;8953.T;JP3039710003;Japan Metropolitan Fund Investment Corp; 5’211’815’087.07 ;Real Estate;60;JP;JPY
1221;INVP.L;GB00B17BBQ50;Investec PLC; 3’807’475’939.46 ;Financials;55;GB;GBp
1222;6723.T;JP3164720009;Renesas Electronics Corp; 7’565’346’861.96 ;Technology;57;JP;JPY
1223;SCHN.S;CH0024638212;Schindler Holding AG; 21’047’179’500.97 ;Industrials;52;CH;CHF
1224;3086.T;JP3386380004;J.Front Retailing Co Ltd; 3’091’899’715.58 ;Consumer Cyclicals;53;JP;JPY
1225;MAN.N;US56418H1005;ManpowerGroup Inc; 4’006’681’070.40 ;Industrials;52;US;USD
1226;9987.T;JP3398000004;Suzuken Co Ltd; 5’239’374’423.82 ;Healthcare;56;JP;JPY
1227;BMWG_p.DE;DE0005190037;Bayerische Motoren Werke AG; 52’621’886’195.12 ;Consumer Cyclicals;53;DE;EUR
1228;7459.T;JP3268950007;Medipal Holdings Corp; 5’222’702’594.59 ;Healthcare;56;JP;JPY
1229;AM.PA;FR0014004L86;Dassault Aviation SA; 11’534’801’828.15 ;Industrials;52;FR;EUR
1230;4004.T;JP3368000000;Resonac Holdings Corp; 4’440’013’829.49 ;Basic Materials;51;JP;JPY
1231;K.TO;CA4969024047;Kinross Gold Corp; 4’033’883’414.53 ;Basic Materials;51;CA;CAD
1232;AVOL.S;CH0023405456;Avolta AG; 5’097’586’344.52 ;Consumer Cyclicals;53;CH;CHF
1233;VOES.VI;AT0000937503;voestalpine AG; 5’263’672’511.58 ;Basic Materials;51;AT;EUR
1234;Z.OQ;US98954M2008;Zillow Group Inc; 6’381’021’021.53 ;Real Estate;60;US;USD
1235;WBD.OQ;US9344231041;Warner Bros Discovery Inc; 12’410’437’407.02 ;Consumer Cyclicals;53;US;USD
1236;ANTO.L;GB0000456144;Antofagasta PLC; 9’850’014’843.14 ;Basic Materials;51;GB;GBp
1237;9831.T;JP3939000000;Yamada Holdings Co Ltd; 4’619’445’791.58 ;Consumer Cyclicals;53;JP;JPY
1238;RECI.MI;IT0003828271;Recordati Industria Chimica e Farmaceutica SpA; 7’244’034’371.24 ;Healthcare;56;IT;EUR
1239;LXSG.DE;DE0005470405;Lanxess AG; 4’207’566’102.72 ;Basic Materials;51;DE;EUR
1240;PSMGn.DE;DE000PSM7770;Prosiebensat 1 Media SE; 4’143’442’013.65 ;Consumer Cyclicals;53;DE;EUR
1241;3289.T;JP3569200003;Tokyu Fudosan Holdings Corp; 3’538’439’941.12 ;Real Estate;60;JP;JPY
1242;SDR.L;GB00BP9LHF23;Schroders PLC; 8’531’944’482.86 ;Financials;55;GB;GBp
1243;5019.T;JP3142500002;Idemitsu Kosan Co Ltd; 6’810’085’253.04 ;Energy;50;JP;JPY
1244;3861.T;JP3174410005;Oji Holdings Corp; 5’197’947’819.74 ;Basic Materials;51;JP;JPY
1245;6383.T;JP3497400006;Daifuku Co Ltd; 5’764’392’807.52 ;Industrials;52;JP;JPY
1246;8304.T;JP3711200000;Aozora Bank Ltd; 3’513’493’959.28 ;Financials;55;JP;JPY
1247;KGX.DE;DE000KGX8881;Kion Group AG; 5’986’679’613.64 ;Industrials;52;DE;EUR
1248;7956.T;JP3801600002;Pigeon Corp; 5’185’664’649.01 ;Consumer Non-Cyclicals;54;JP;JPY
1249;GJFG.OL;NO0010582521;Gjensidige Forsikring ASA; 7’560’800’369.62 ;Financials;55;NO;NOK
1250;6417.T;JP3326410002;Sankyo Co Ltd; 3’396’676’491.93 ;Consumer Cyclicals;53;JP;JPY
1251;CGF.AX;AU000000CGF5;Challenger Ltd; 4’088’528’333.54 ;Financials;55;AU;AUD
1252;VENDB.OL;NO0010736879;Vend Marketplaces ASA; 7’644’770’483.94 ;Consumer Cyclicals;53;NO;NOK
1253;0522.HK;KYG0535Q1331;ASMPT Ltd; 3’879’661’601.01 ;Technology;57;SG;HKD
1254;DHER.DE;DE000A2E4K43;Delivery Hero SE; 6’910’491’468.73 ;Technology;57;DE;EUR
1255;ORNBV.HE;FI0009014377;Orion Oyj; 4’892’363’526.82 ;Healthcare;56;FI;EUR
1256;BOLL.PA;FR0000039299;Bollore SE; 11’750’149’132.95 ;Consumer Cyclicals;53;FR;EUR
1257;DNL.AX;AU0000390544;Dyno Nobel Ltd; 3’215’503’695.67 ;Basic Materials;51;AU;AUD
1258;4751.T;JP3311400000;CyberAgent Inc; 4’867’412’633.77 ;Consumer Cyclicals;53;JP;JPY
1259;4902.T;JP3300600008;Konica Minolta Inc; 4’526’987’907.14 ;Technology;57;JP;JPY
1260;CU.TO;CA1367178326;Canadian Utilities Ltd; 6’257’818’492.25 ;Utilities;59;CA;CAD
1261;AIBG.I;IE00BF0L3536;AIB Group PLC; 11’456’237’902.74 ;Financials;55;IE;EUR
1262;9001.T;JP3597800006;Tobu Railway Co Ltd; 5’705’471’240.91 ;Industrials;52;JP;JPY
1263;BICP.PA;FR0000120966;Societe BIC SA; 4’702’111’089.38 ;Industrials;52;FR;EUR
1264;2638.HK;HK0000179108;HK Electric Investments Ltd; 8’913’487’837.58 ;Utilities;59;HK;HKD
1265;0880.HK;HK0880043028;SJM Holdings Ltd; 5’275’556’861.39 ;Consumer Cyclicals;53;HK;HKD
1266;3003.T;JP3360800001;Hulic Co Ltd; 5’923’420’432.93 ;Real Estate;60;JP;JPY
1267;DFIR.SI;BMG2624N1535;DFI Retail Group Holdings Ltd; 10’714’086’971.30 ;Consumer Non-Cyclicals;54;HK;USD
1268;PUMG.DE;DE0006969603;Puma SE; 7’365’040’229.64 ;Consumer Cyclicals;53;DE;EUR
1269;4506.T;JP3495000006;Sumitomo Pharma Co Ltd; 12’612’561’565.66 ;Healthcare;56;JP;JPY
1270;9435.T;JP3783420007;Hikari Tsushin Inc; 7’248’842’310.36 ;Technology;57;JP;JPY
1271;EVKn.DE;DE000EVNK013;Evonik Industries AG; 11’617’625’195.84 ;Basic Materials;51;DE;EUR
1272;7747.T;JP3110650003;Asahi Intecc Co Ltd; 5’469’274’805.01 ;Healthcare;56;JP;JPY
1273;WFG.TO;CA9528451052;West Fraser Timber Co Ltd; 3’362’976’580.42 ;Basic Materials;51;CA;CAD
1274;6471.T;JP3720800006;NSK Ltd; 4’744’725’473.39 ;Consumer Cyclicals;53;JP;JPY
1275;1128.HK;KYG981491007;Wynn Macau Ltd; 11’334’233’912.79 ;Consumer Cyclicals;53;MO;HKD
1276;6113.T;JP3122800000;Amada Co Ltd; 3’388’153’767.42 ;Industrials;52;JP;JPY
1277;LEG.N;US5246601075;Leggett & Platt Inc; 4’674’172’303.36 ;Consumer Cyclicals;53;US;USD
1278;BB.N;CA09228F1036;BlackBerry Ltd; 3’849’104’643.89 ;Technology;57;CA;USD
1279;FRAG.DE;DE0005773303;Fraport Frankfurt Airport Services Worldwide AG; 6’604’982’962.43 ;Industrials;52;DE;EUR
1280;EPIRb.ST;SE0015658117;Epiroc AB; 10’964’995’400.01 ;Industrials;52;SE;SEK
1281;COMM.OQ;US20337X1090;CommScope Holding Company Inc; 3’150’531’396.98 ;Technology;57;US;USD
1282;EMPa.TO;CA2918434077;Empire Company Ltd; 5’745’644’227.24 ;Consumer Non-Cyclicals;54;CA;CAD
1283;HMSO.L;GB00BRJQ8J25;Hammerson PLC; 3’220’359’023.08 ;Real Estate;60;GB;GBp
1284;7205.T;JP3792600003;Hino Motors Ltd; 5’419’590’821.69 ;Industrials;52;JP;JPY
1285;6465.T;JP3845770001;Hoshizaki Corp; 4’387’392’617.45 ;Industrials;52;JP;JPY
1286;CVO.PA;FR0000064578;Covivio SA; 7’138’865’747.46 ;Real Estate;60;FR;EUR
1287;VOPA.AS;NL0009432491;Koninklijke Vopak NV; 5’817’632’193.78 ;Energy;50;NL;EUR
1288;AMUN.PA;FR0004125920;Amundi SA; 10’678’356’937.15 ;Financials;55;FR;EUR
1289;ACB.TO;CA05156X8504;Aurora Cannabis Inc; 4’961’350’340.40 ;Healthcare;56;CA;CAD
1290;VOWG.DE;DE0007664005;Volkswagen AG; 79’701’124’278.90 ;Consumer Cyclicals;53;DE;EUR
1291;3064.T;JP3922950005;MonotaRO Co Ltd; 6’176’027’636.50 ;Consumer Cyclicals;53;JP;JPY
1292;2875.T;JP3613000003;Toyo Suisan Kaisha Ltd; 3’856’600’795.76 ;Consumer Non-Cyclicals;54;JP;JPY
1293;5463.T;JP3871200006;Maruichi Steel Tube Ltd; 2’954’014’822.15 ;Basic Materials;51;JP;JPY
1294;6504.T;JP3820000002;Fuji Electric Co Ltd; 4’393’875’710.09 ;Industrials;52;JP;JPY
1295;7911.T;JP3629000005;TOPPAN Holdings Inc; 5’128’559’677.85 ;Industrials;52;JP;JPY
1296;ICAD.PA;FR0000035081;Icade SA; 5’069’970’129.90 ;Real Estate;60;FR;EUR
1297;TLITn.MI;IT0003497176;Telecom Italia SpA; 11’277’355’857.93 ;Technology;57;IT;EUR
1298;KEY.TO;CA4932711001;Keyera Corp; 3’960’879’271.05 ;Energy;50;CA;CAD
1299;MAT.OQ;US5770811025;Mattel Inc; 3’448’056’362.13 ;Consumer Cyclicals;53;US;USD
1300;FLEX.OQ;SG9999000020;Flex Ltd; 2’914’918’601.32 ;Technology;57;US;USD
1301;WEIR.L;GB0009465807;Weir Group PLC; 4’295’846’347.60 ;Industrials;52;GB;GBp
1302;BEN.AX;AU000000BEN6;Bendigo and Adelaide Bank Ltd; 3’706’905’214.95 ;Financials;55;AU;AUD
1303;EURA.PA;FR0000121121;Eurazeo SE; 5’423’472’019.64 ;Financials;55;FR;EUR
1304;ALA.TO;CA0213611001;AltaGas Ltd; 2’757’382’008.07 ;Utilities;59;CA;CAD
1305;HOTG.DE;DE0006070006;Hochtief AG; 9’509’185’885.55 ;Industrials;52;DE;EUR
1306;STDM.PA;FR0013154002;Sartorius Stedim Biotech SA; 9’234’722’906.34 ;Healthcare;56;FR;EUR
1307;INDUc.ST;SE0000107203;Industrivarden AB; 8’820’181’595.57 ;Financials;55;SE;SEK
1308;9364.T;JP3219000001;Kamigumi Co Ltd; 2’749’652’677.96 ;Industrials;52;JP;JPY
1309;4967.T;JP3301100008;Kobayashi Pharmaceutical Co Ltd; 5’558’801’922.73 ;Consumer Non-Cyclicals;54;JP;JPY
1310;FPE3_p.DE;DE000A3E5D64;Fuchs Se; 5’641’515’044.09 ;Basic Materials;51;DE;EUR
1311;TYRES.HE;FI0009005318;Nokian Renkaat Oyj; 4’234’670’109.19 ;Consumer Cyclicals;53;FI;EUR
1312;UHAL.N;US0235861004;U-Haul Holding Co; 634’328’647.64 ;Industrials;52;US;USD
1313;1972.HK;HK0000063609;Swire Properties Ltd; 20’542’041’754.45 ;Real Estate;60;HK;HKD
1314;VENM.SI;SG0531000230;Venture Corporation Ltd; 2’947’807’953.03 ;Technology;57;SG;SGD
1315;FRVIA.PA;FR0000121147;Forvia SE; 5’235’395’144.95 ;Consumer Cyclicals;53;FR;EUR
1316;3436.T;JP3322930003;Sumco Corp; 3’263’752’551.72 ;Technology;57;JP;JPY
1317;4202.T;JP3485800001;Daicel Corp; 3’589’562’609.67 ;Basic Materials;51;JP;JPY
1318;UAA.N;US9043111072;Under Armour Inc; 7’583’183’237.49 ;Consumer Cyclicals;53;US;USD
1319;ETL.PA;FR0010221234;Eutelsat Communications SA; 4’593’182’396.52 ;Technology;57;FR;EUR
1320;PSK.TO;CA7397211086;Prairiesky Royalty Ltd; 3’037’999’860.65 ;Energy;50;CA;CAD
1321;SEK.AX;AU000000SEK6;Seek Ltd; 4’160’046’868.22 ;Industrials;52;AU;AUD
1322;0004.HK;HK0004000045;Wharf Holdings Ltd; 7’937’355’228.35 ;Real Estate;60;HK;HKD
1323;MAP.MC;ES0124244E34;Mapfre SA; 8’194’058’621.62 ;Financials;55;ES;EUR
1324;IAG.TO;CA45075E1043;iA Financial Corporation Inc; 3’493’873’731.17 ;Financials;55;CA;CAD
1325;AKRBP.OL;NO0010345853;Aker BP ASA; 9’011’518’545.62 ;Energy;50;NO;NOK
1326;SATS.SI;SG1I52882764;SATS Ltd; 3’843’913’061.89 ;Industrials;52;SG;SGD
1327;SIAL.SI;SG1V61937297;Singapore Airlines Ltd; 8’294’271’808.83 ;Industrials;52;SG;SGD
1328;BIOX.PA;FR0013280286;Biomerieux SA; 7’805’498’382.88 ;Healthcare;56;FR;EUR
1329;LUN.TO;CA5503721063;Lundin Mining Corp; 3’033’654’461.80 ;Basic Materials;51;CA;CAD
1330;1U1.DE;DE0005545503;1&1 AG; 8’995’605’000.40 ;Technology;57;DE;EUR
1331;BAB.L;GB0009697037;Babcock International Group PLC; 3’155’947’529.11 ;Industrials;52;GB;GBp
1332;1803.T;JP3358800005;Shimizu Corp; 6’400’513’138.35 ;Industrials;52;JP;JPY
1333;ESLT.TA;IL0010811243;Elbit Systems Ltd; 4’906’814’589.96 ;Industrials;52;IL;ILa
1334;5711.T;JP3903000002;Mitsubishi Materials Corp; 3’452’405’258.71 ;Basic Materials;51;JP;JPY
1335;WOR.AX;AU000000WOR2;Worley Ltd; 3’709’157’154.77 ;Industrials;52;AU;AUD
1336;WLK.N;US9604131022;Westlake Corp; 8’546’873’922.47 ;Basic Materials;51;US;USD
1337;UHRN.S;CH0012255144;Swatch Group AG; 16’144’278’020.53 ;Consumer Cyclicals;53;CH;CHF
1338;2897.T;JP3675600005;Nissin Foods Holdings Co Ltd; 6’614’631’513.42 ;Consumer Non-Cyclicals;54;JP;JPY
1339;TOU.TO;CA89156V1067;Tourmaline Oil Corp; 2’626’792’214.02 ;Energy;50;CA;CAD
1340;PIRC.MI;IT0005278236;Pirelli & C SpA; 6’415’607’881.71 ;Consumer Cyclicals;53;IT;EUR
1341;UA.N;US9043112062;Under Armour Inc; 7’583’183’237.49 ;Consumer Cyclicals;53;US;USD
1342;ICL.TA;IL0002810146;ICL Group Ltd; 7’266’064’600.83 ;Basic Materials;51;IL;ILa
1343;LUNDb.ST;SE0000108847;L E Lundbergforetagen AB (publ); 4’429’192’976.19 ;Financials;55;SE;SEK
1344;MEL.NZ;NZMELE0002S7;Meridian Energy Ltd; 5’765’739’440.21 ;Utilities;59;NZ;NZD
1345;6302.T;JP3405400007;Sumitomo Heavy Industries Ltd; 3’650’602’668.92 ;Industrials;52;JP;JPY
1346;RCOP.PA;FR0000130395;Remy Cointreau SA; 5’782’045’857.02 ;Consumer Non-Cyclicals;54;FR;EUR
1347;FRES.L;GB00B2QPKJ12;Fresnillo PLC; 7’849’128’459.13 ;Basic Materials;51;MX;GBp
1348;9143.T;JP3162770006;SG Holdings Co Ltd; 8’317’112’105.93 ;Industrials;52;JP;JPY
1349;HVN.AX;AU000000HVN7;Harvey Norman Holdings Ltd; 2’582’925’610.37 ;Consumer Cyclicals;53;AU;AUD
1350;TRYG.CO;DK0060636678;Tryg A/S; 7’589’707’865.29 ;Financials;55;DK;DKK
1351;SEBF.PA;FR0000121709;SEB SA; 6’490’353’833.38 ;Consumer Cyclicals;53;FR;EUR
1352;CMDG.SI;SG1N31909426;Comfortdelgro Corporation Ltd; 3’316’237’824.38 ;Industrials;52;SG;SGD
1353;5406.T;JP3289800009;Kobe Steel Ltd; 2’524’707’567.93 ;Basic Materials;51;JP;JPY
1354;4768.T;JP3188200004;Otsuka Corp; 5’204’121’189.91 ;Technology;57;JP;JPY
1355;8439.T;JP3424950008;Tokyo Century Corp; 4’670’750’177.76 ;Financials;55;JP;JPY
1356;0683.HK;BMG524401079;Kerry Properties Ltd; 4’456’734’487.95 ;Real Estate;60;HK;HKD
1357;REA.AX;AU000000REA9;REA Group Ltd; 6’868’728’805.07 ;Technology;57;AU;AUD
1358;REI_u.TO;CA7669101031;RioCan Real Estate Investment Trust; 5’316’237’903.20 ;Real Estate;60;CA;CAD
1359;FTT.TO;CA3180714048;Finning International Inc; 2’935’353’287.38 ;Industrials;52;CA;CAD
1360;2579.T;JP3293200006;Coca-Cola Bottlers Japan Holdings Inc; 6’145’404’752.45 ;Consumer Non-Cyclicals;54;JP;JPY
1361;6146.T;JP3548600000;Disco Corp; 4’187’488’804.98 ;Technology;57;JP;JPY
1362;SRU_u.TO;CA83179X1087;SmartCentres Real Estate Investment Trust; 3’033’207’684.87 ;Real Estate;60;CA;CAD
1363;DMP.AX;AU000000DMP0;Domino's Pizza Enterprises Ltd; 2’450’998’661.39 ;Consumer Cyclicals;53;AU;AUD
1364;9989.T;JP3336600006;Sundrug Co Ltd; 3’544’437’036.10 ;Consumer Non-Cyclicals;54;JP;JPY
1365;JCDX.PA;FR0000077919;JCDecaux SE; 5’983’135’965.04 ;Consumer Cyclicals;53;FR;EUR
1366;RYM.NZ;NZRYME0001S4;Ryman Healthcare Ltd; 3’607’025’748.38 ;Healthcare;56;NZ;NZD
1367;MZTF.TA;IL0006954379;Mizrahi Tefahot Bank Ltd; 3’944’133’800.06 ;Financials;55;IL;ILa
1368;6753.T;JP3359600008;Sharp Corp; 5’321’268’337.71 ;Technology;57;JP;JPY
1369;CTDM.SI;SG1R89002252;City Developments Ltd; 4’954’840’800.27 ;Real Estate;60;SG;SGD
1370;2282.HK;KYG607441022;MGM China Holdings Ltd; 6’111’865’851.06 ;Consumer Cyclicals;53;MO;HKD
1371;BHF.OQ;US10922N1037;Brighthouse Financial Inc; 3’582’385’601.28 ;Financials;55;US;USD
1372;RBIV.VI;AT0000606306;Raiffeisen Bank International AG; 8’351’108’249.03 ;Financials;55;AT;EUR
1373;3283.T;JP3047550003;Nippon Prologis REIT Inc; 4’597’508’598.57 ;Real Estate;60;JP;JPY
1374;4666.T;JP3780100008;Park24 Co Ltd; 3’384’029’388.69 ;Industrials;52;JP;JPY
1375;VET.TO;CA9237251058;Vermilion Energy Inc; 3’214’067’610.18 ;Energy;50;CA;CAD
1376;0014.HK;HK0014000126;Hysan Development Co Ltd; 4’977’615’455.50 ;Real Estate;60;HK;HKD
1377;4716.T;JP3689500001;Oracle Corp Japan; 8’130’219’454.02 ;Technology;57;JP;JPY
1378;FCR_u.TO;CA31890B1031;First Capital Real Estate Investment Trust; 3’522’068’107.72 ;Real Estate;60;CA;CAD
1379;7012.T;JP3224200000;Kawasaki Heavy Industries Ltd; 3’564’061’411.79 ;Consumer Non-Cyclicals;54;JP;JPY
1380;ACOx.TO;CA0467894006;Atco Ltd; 3’249’047’157.57 ;Utilities;59;CA;CAD
1381;4182.T;JP3896800004;Mitsubishi Gas Chemical Co Inc; 3’478’399’912.43 ;Basic Materials;51;JP;JPY
1382;6806.T;JP3799000009;Hirose Electric Co Ltd; 3’761’895’946.31 ;Technology;57;JP;JPY
1383;CASP.PA;FR001400OKR3;Casino Guichard Perrachon SA; 4’573’316’813.47 ;Consumer Non-Cyclicals;54;FR;EUR
1384;7013.T;JP3134800006;IHI Corp; 4’250’678’323.42 ;Industrials;52;JP;JPY
1385;IGM.TO;CA4495861060;IGM Financial Inc; 5’480’697’039.00 ;Financials;55;CA;CAD
1386;2282.T;JP3743000006;NH Foods Ltd; 4’031’430’138.22 ;Consumer Non-Cyclicals;54;JP;JPY
1387;3141.T;JP3274280001;Welcia Holdings Co Ltd; 4’715’141’633.23 ;Consumer Non-Cyclicals;54;JP;JPY
1388;EZJ.L;GB00B7KR2P84;Easyjet PLC; 5’599’262’582.36 ;Industrials;52;GB;GBp
1389;9766.T;JP3300200007;Konami Group Corp; 6’253’559’767.82 ;Technology;57;JP;JPY
1390;2181.T;JP3547670004;Persol Holdings Co Ltd; 3’512’145’407.18 ;Industrials;52;JP;JPY
1391;3231.T;JP3762900003;Nomura Real Estate Holdings Inc; 3’514’426’102.08 ;Real Estate;60;JP;JPY
1392;BBDb.TO;CA0977518616;Bombardier Inc; 3’634’541’501.43 ;Industrials;52;CA;CAD
1393;4613.T;JP3229400001;Kansai Paint Co Ltd; 5’226’968’916.92 ;Basic Materials;51;JP;JPY
1394;0659.HK;BMG668971101;CTF Services Ltd; 6’152’952’250.18 ;Industrials;52;HK;HKD
1395;UTOS.SI;SG1S83002349;UOL Group Ltd; 3’779’182’295.13 ;Real Estate;60;SG;SGD
1396;PAGP.OQ;US72651A2078;Plains GP Holdings LP; 5’623’989’748.50 ;Energy;50;US;USD
1397;HUSQb.ST;SE0001662230;Husqvarna AB; 4’223’046’302.09 ;Consumer Cyclicals;53;SE;SEK
1398;CTEC.L;GB00BD3VFW73;ConvaTec Group PLC; 3’485’193’369.52 ;Healthcare;56;GB;GBp
1399;9513.T;JP3551200003;Electric Power Development Co Ltd; 4’326’420’883.37 ;Utilities;59;JP;JPY
1400;9533.T;JP3600200004;Toho Gas Co Ltd; 4’470’689’334.07 ;Utilities;59;JP;JPY
1401;8593.T;JP3499800005;Mitsubishi HC Capital Inc; 4’289’864’288.77 ;Financials;55;JP;JPY
1402;6305.T;JP3787000003;Hitachi Construction Machinery Co Ltd; 5’017’920’168.11 ;Industrials;52;JP;JPY
1403;BOQ.AX;AU000000BOQ8;Bank of Queensland Ltd; 2’747’240’041.00 ;Financials;55;AU;AUD
1404;5214.T;JP3733400000;Nippon Electric Glass Co Ltd; 2’430’764’569.91 ;Technology;57;JP;JPY
1405;ZALG.DE;DE000ZAL1111;Zalando SE; 6’432’698’008.94 ;Technology;57;DE;EUR
1406;LDOF.MI;IT0003856405;Leonardo SpA; 5’076’494’096.51 ;Industrials;52;IT;EUR
1407;SOL.AX;AU000000SOL3;Washington H. Soul Pattinson and Company Ltd; 4’178’162’820.96 ;Financials;55;AU;AUD
1408;0425.HK;KYG6145U1094;Minth Group Ltd; 3’695’700’137.27 ;Consumer Cyclicals;53;TW;HKD
1409;9202.T;JP3429800000;ANA Holdings Inc; 12’456’303’652.29 ;Industrials;52;JP;JPY
1410;6923.T;JP3399400005;Stanley Electric Co Ltd; 4’909’922’002.54 ;Consumer Cyclicals;53;JP;JPY
1411;AZRG.TA;IL0011194789;Azrieli Group Ltd; 5’794’990’673.27 ;Real Estate;60;IL;ILa
1412;6481.T;JP3539250005;THK Co Ltd; 2’503’291’619.68 ;Industrials;52;JP;JPY
1413;8570.T;JP3131400008;Aeon Financial Service Co Ltd; 3’996’433’793.87 ;Financials;55;JP;JPY
1414;4530.T;JP3784600003;Hisamitsu Pharmaceutical Co Inc; 5’238’988’868.58 ;Healthcare;56;JP;JPY
1415;ARX.TO;CA00208D4084;ARC Resources Ltd; 2’102’125’500.99 ;Energy;50;CA;CAD
1416;3391.T;JP3536150000;Tsuruha Holdings Inc; 4’206’412’575.37 ;Consumer Non-Cyclicals;54;JP;JPY
1417;2212.T;JP3935600001;Yamazaki Baking Co Ltd; 4’607’040’405.95 ;Consumer Non-Cyclicals;54;JP;JPY
1418;8951.T;JP3027670003;Nippon Building Fund Inc; 8’849’011’427.53 ;Real Estate;60;JP;JPY
1419;8955.T;JP3040890000;Japan Prime Realty Investment Corp; 3’490’758’207.87 ;Real Estate;60;JP;JPY
1420;IMTP.PA;FR0000120859;Imerys SA; 3’832’677’177.15 ;Basic Materials;51;FR;EUR
1421;8233.T;JP3456000003;Takashimaya Co Ltd; 2’263’507’267.59 ;Consumer Cyclicals;53;JP;JPY
1422;8354.T;JP3805010000;Fukuoka Financial Group Inc; 3’488’640’108.84 ;Financials;55;JP;JPY
1423;5333.T;JP3695200000;NGK Insulators Ltd; 4’429’459’933.21 ;Industrials;52;JP;JPY
1424;2331.T;JP3431900004;ALSOK Co Ltd; 4’756’809’503.72 ;Industrials;52;JP;JPY
1425;9104.T;JP3362700001;Mitsui O.S.K. Lines Ltd; 2’624’594’126.62 ;Industrials;52;JP;JPY
1426;0069.HK;BMG8063F1068;Shangri-La Asia Ltd; 5’310’871’563.51 ;Consumer Cyclicals;53;HK;HKD
1427;5334.T;JP3738600000;Niterra Co Ltd; 4’153’222’120.81 ;Consumer Cyclicals;53;JP;JPY
1428;0010.HK;HK0010000088;Hang Lung Group Ltd; 3’414’691’837.50 ;Real Estate;60;HK;HKD
1429;5901.T;JP3613400005;Toyo Seikan Group Holdings Ltd; 4’640’108’584.84 ;Basic Materials;51;JP;JPY
1430;8410.T;JP3105220002;Seven Bank Ltd; 3’395’915’980.41 ;Financials;55;JP;JPY
1431;AR.N;US03674X1063;Antero Resources Corp; 2’977’709’202.09 ;Energy;50;US;USD
1432;GAGR.SI;MU0117U00026;Golden Agri-Resources Ltd; 2’308’064’428.14 ;Consumer Non-Cyclicals;54;SG;SGD
1433;2702.T;JP3750500005;McDonald's Holdings Company Japan Ltd; 5’619’386’903.68 ;Consumer Cyclicals;53;JP;JPY
1434;SCIL.SI;SG1R50925390;Sembcorp Industries Ltd; 1’663’034’610.46 ;Utilities;59;SG;SGD
1435;2371.T;JP3206000006;Kakaku.com Inc; 3’709’367’948.49 ;Technology;57;JP;JPY
1436;7167.T;JP3117700009;Mebuki Financial Group Inc; 3’122’475’273.50 ;Financials;55;JP;JPY
1437;JCYC.SI;SG1B51001017;Jardine Cycle & Carriage Ltd; 10’252’882’351.80 ;Consumer Non-Cyclicals;54;SG;SGD
1438;ENAG.MC;ES0130960018;Enagas SA; 6’464’487’428.43 ;Energy;50;ES;EUR
1439;9101.T;JP3753000003;Nippon Yusen KK; 2’608’043’562.08 ;Industrials;52;JP;JPY
1440;1963.T;JP3667600005;JGC Holdings Corp; 3’634’635’236.38 ;Industrials;52;JP;JPY
1441;2229.T;JP3220580009;Calbee Inc; 4’178’161’726.83 ;Consumer Non-Cyclicals;54;JP;JPY
1442;8572.T;JP3108600002;Acom Co Ltd; 5’197’401’824.78 ;Financials;55;JP;JPY
1443;3291.T;JP3131090007;Iida Group Holdings Co Ltd; 5’076’315’488.29 ;Real Estate;60;JP;JPY
1444;3401.T;JP3544000007;Teijin Ltd; 3’154’404’708.86 ;Basic Materials;51;JP;JPY
1445;2432.T;JP3548610009;DeNA Co Ltd; 2’508’485’402.88 ;Technology;57;JP;JPY
1446;4927.T;JP3855900001;Pola Orbis Holdings Inc; 6’170’009’497.22 ;Consumer Non-Cyclicals;54;JP;JPY
1447;BEZQ.TA;IL0002300114;Bezeq Israeli Telecommunication Corp Ltd; 2’702’187’926.23 ;Technology;57;IL;ILa
1448;5844.T;JP3252200005;Kyoto Financial Group Inc; 3’126’210’112.10 ;Financials;55;JP;JPY
1449;FLT.AX;AU000000FLT9;Flight Centre Travel Group Ltd; 2’957’345’740.39 ;Consumer Cyclicals;53;AU;AUD
1450;6460.T;JP3419050004;Sega Sammy Holdings Inc; 3’708’765’419.34 ;Consumer Cyclicals;53;JP;JPY
1451;TEVA.N;US8816242098;Teva Pharmaceutical Industries Ltd; 17’103’794’921.94 ;Healthcare;56;IL;USD
1452;6268.T;JP3651210001;Nabtesco Corp; 2’719’214’424.12 ;Industrials;52;JP;JPY
1453;5947.T;JP3977400005;Rinnai Corp; 3’389’287’306.52 ;Consumer Cyclicals;53;JP;JPY
1454;RYA.I;IE00BYTBXV33;Ryanair Holdings PLC; 13’973’758’729.59 ;Industrials;52;IE;EUR
1455;4088.T;JP3160670000;Air Water Inc; 3’000’579’719.80 ;Basic Materials;51;JP;JPY
1456;6370.T;JP3270000007;Kurita Water Industries Ltd; 2’807’533’546.31 ;Industrials;52;JP;JPY
